# Cross-Framework Mapping BSI IT-Grundschutz (Edition 2023) <-> ISO/IEC 27001:2022
# License: CC-BY 4.0
# Source: BSI Kreuzreferenztabelle 27001 <-> IT-Grundschutz v1.2 (Stand 2024) + BSI 200-2 standard guidance.
# Curator: Senior-GRC-Consultant (2026-04-17)
# Scope: Anchor basis requirements from ISMS, ORP, CON, OPS and key infrastructure Bausteine.
# Columns: see fixtures/mappings/README.md
#
source_framework,source_requirement_id,target_framework,target_requirement_id,mapping_percentage,mapping_type,confidence,bidirectional,rationale,source_catalog,validated_at,validated_by,provenance_url
BSI_GRUNDSCHUTZ,CON.1.A1,ISO27001,A.8.24,95,full,high,true,Auswahl geeigneter kryptographischer Verfahren — A.8.24 Use of cryptography.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,CON.2.A1,ISO27001,A.5.12,90,partial,high,true,Festlegung der Schutzbedarfsfeststellung — A.5.12 Klassifizierung.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,CON.3.A1,ISO27001,A.8.13,95,full,high,true,Datensicherungskonzept — A.8.13 Information backup.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,CON.6.A1,ISO27001,A.5.10,85,partial,high,true,"Löschen und Vernichten von Daten — A.5.10 Akzeptable Nutzung, A.8.10 Informationslöschung.",bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,CON.7.A1,ISO27001,A.7.9,90,partial,high,true,Informationssicherheit auf Auslandsreisen — A.7.9 Security of assets off-premises.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,OPS.1.1.3.A1,ISO27001,A.5.23,85,partial,high,true,Planung eines Outsourcing-Vorhabens / Cloud — A.5.23 Cloud-Dienste.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,OPS.1.2.5.A1,ISO27001,A.5.24,90,partial,high,true,Behandlung von Sicherheitsvorfällen — A.5.24 Incident management.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,OPS.1.2.4.A1,ISO27001,A.5.30,90,partial,high,true,Notfallmanagement — A.5.30 ICT readiness for business continuity.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,OPS.2.4.A1,ISO27001,A.8.16,85,partial,high,true,Monitoring der IT-Systeme — A.8.16 Monitoring activities.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,DER.1.A1,ISO27001,A.5.24,90,partial,high,true,Detektion von sicherheitsrelevanten Ereignissen — A.5.24 / A.8.16.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,DER.2.1.A1,ISO27001,A.5.26,90,partial,high,true,Etablierung des Security Incident Response — A.5.26.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,APP.1.1.A1,ISO27001,A.8.28,85,partial,high,true,Schulung der Softwareentwickler — A.8.28 Secure coding plus A.6.3.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,APP.4.3.A1,ISO27001,A.8.26,80,partial,high,true,Datenbank — A.8.26 Application security requirements.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,SYS.1.1.A1,ISO27001,A.8.1,85,partial,high,true,Allgemeine Server — A.8.1 User endpoint devices bzw. A.8.9 Configuration management.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,NET.1.1.A1,ISO27001,A.8.20,90,partial,high,true,Netzarchitektur — A.8.20 Networks security.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,INF.1.A1,ISO27001,A.7.1,90,partial,high,true,Physische Sicherheit Gebäude — A.7.1 Physical security perimeters.,bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
BSI_GRUNDSCHUTZ,DER.4.A1,ISO27001,A.5.29,90,partial,high,true,"Notfallmanagement, Notfallhandbuch — A.5.29 Information security during disruption.",bsi_kreuzreferenz_v1.2_2024,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/DE/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/IT-Grundschutz/IT-Grundschutz-Kompendium/it-grundschutz-kompendium_node.html
